method,image,text,vdrop,vincr,tdrop,tincr
lciba,/media/crk/vol3/rt/coco/val2017/000000361919.jpg,A group of people skiing down the side of a snow covered mountain.,0.14601610600948334,0.0,0.34009162336587906,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000361919.jpg,A group of people skiing down the side of a snow covered mountain.,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000361919.jpg,A group of people skiing down the side of a snow covered mountain.,0.0,100.0,0.3313746303319931,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000023126.jpg,A man is standing on top of two horses and holding the reigns.,2.237430214881897,0.0,0.0366920605301857,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000023126.jpg,A man is standing on top of two horses and holding the reigns.,0.0,100.0,0.49930550158023834,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000023126.jpg,A man is standing on top of two horses and holding the reigns.,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000023126.jpg,A man is standing on top of two horses and holding the reigns.,0.0,100.0,0.0,100.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000433774.jpg,A parking meter sitting next to a tall tree.,0.0,100.0,0.0,100.0
lciba,/media/crk/vol3/rt/coco/val2017/000000433774.jpg,A parking meter sitting next to a tall tree.,2.2335372865200043,0.0,3.6856889724731445,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000433774.jpg,A parking meter sitting next to a tall tree.,0.26194220408797264,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000433774.jpg,A parking meter sitting next to a tall tree.,2.583184093236923,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000429761.jpg,Two men shaking hands while standing on a tennis court.,1.3996824622154236,0.0,0.0,100.0
lciba,/media/crk/vol3/rt/coco/val2017/000000429761.jpg,Two men shaking hands while standing on a tennis court.,7.672230899333954,0.0,0.0,100.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000429761.jpg,Two men shaking hands while standing on a tennis court.,1.8881220370531082,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000429761.jpg,Two men shaking hands while standing on a tennis court.,2.024388313293457,0.0,0.0,100.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000289417.jpg,A boy standing on skis in the snow.,1.5426571480929852,0.0,0.0,100.0
lciba,/media/crk/vol3/rt/coco/val2017/000000289417.jpg,A boy standing on skis in the snow.,2.6913750916719437,0.0,0.0,100.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000289417.jpg,A boy standing on skis in the snow.,2.1877724677324295,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000289417.jpg,A boy standing on skis in the snow.,2.462373487651348,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000476119.jpg,a man skating on the road very fast,0.0,100.0,1.4196259900927544,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000476119.jpg,a man skating on the road very fast,3.3047500997781754,0.0,1.6212202608585358,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000476119.jpg,a man skating on the road very fast,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000476119.jpg,a man skating on the road very fast,0.0,100.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000056350.jpg,A picture of people is on the floor near a urinal.,0.09495951235294342,0.0,0.2571895718574524,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000056350.jpg,A picture of people is on the floor near a urinal.,3.895585983991623,0.0,1.9628265872597694,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000056350.jpg,A picture of people is on the floor near a urinal.,0.8048603311181068,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000056350.jpg,A picture of people is on the floor near a urinal.,1.0098058730363846,0.0,0.0313829630613327,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000455872.jpg,A black and white image of a shipyard with some boats. ,0.0,100.0,2.7238918468356133,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000455872.jpg,A black and white image of a shipyard with some boats. ,0.8171029388904572,0.0,2.775554172694683,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000455872.jpg,A black and white image of a shipyard with some boats. ,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000455872.jpg,A black and white image of a shipyard with some boats. ,0.0,100.0,2.6711901649832726,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000313034.jpg,A man in a green shirt stands by a girl holding a piece of cake on a plate.,0.6348906084895134,0.0,0.05035940557718277,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000313034.jpg,A man in a green shirt stands by a girl holding a piece of cake on a plate.,2.8027331456542015,0.0,3.2586894929409027,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000313034.jpg,A man in a green shirt stands by a girl holding a piece of cake on a plate.,0.11519845575094223,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000313034.jpg,A man in a green shirt stands by a girl holding a piece of cake on a plate.,1.0297596454620361,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000574297.jpg,A man in a helmet is riding a horse across a dirt road,0.0,100.0,0.0,100.0
lciba,/media/crk/vol3/rt/coco/val2017/000000574297.jpg,A man in a helmet is riding a horse across a dirt road,0.0,100.0,0.0,100.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000574297.jpg,A man in a helmet is riding a horse across a dirt road,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000574297.jpg,A man in a helmet is riding a horse across a dirt road,0.0,100.0,0.0391986221075058,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000565962.jpg,A cat outside a window looking at a Buddha statue.,1.178913563489914,0.0,1.382683590054512,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000565962.jpg,A cat outside a window looking at a Buddha statue.,0.6564304232597351,0.0,1.8364697694778442,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000565962.jpg,A cat outside a window looking at a Buddha statue.,2.419376000761986,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000565962.jpg,A cat outside a window looking at a Buddha statue.,1.5404008328914642,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000250205.jpg,Couple of Seagulls stand next to each other watching the same thing,0.5638066679239273,0.0,0.1369291916489601,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000250205.jpg,Couple of Seagulls stand next to each other watching the same thing,4.433699697256088,0.0,1.2633325532078743,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000250205.jpg,Couple of Seagulls stand next to each other watching the same thing,2.90971826761961,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000250205.jpg,Couple of Seagulls stand next to each other watching the same thing,2.5396790355443954,0.0,1.1375436559319496,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000007818.jpg,An illuminated floral display forms the centerpiece of the arrangement in this close up of a dining room table setting.,0.4974097013473511,0.0,0.017593801021575928,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000007818.jpg,An illuminated floral display forms the centerpiece of the arrangement in this close up of a dining room table setting.,3.305448964238167,0.0,1.0680638253688812,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000007818.jpg,An illuminated floral display forms the centerpiece of the arrangement in this close up of a dining room table setting.,0.376729853451252,0.0,0.055067986249923706,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000007818.jpg,An illuminated floral display forms the centerpiece of the arrangement in this close up of a dining room table setting.,0.74817119166255,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000176901.jpg,Three people in the snow trying to walk up the hill in skiis.,2.751811593770981,0.0,0.03955624997615814,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000176901.jpg,Three people in the snow trying to walk up the hill in skiis.,3.1925998628139496,0.0,0.0,100.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000176901.jpg,Three people in the snow trying to walk up the hill in skiis.,2.9388073831796646,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000176901.jpg,Three people in the snow trying to walk up the hill in skiis.,3.1043872237205505,0.0,0.008393451571464539,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000301421.jpg,"Computer desk setup with monitor, wireless keyboard, and other electronic devices. ",0.0,100.0,0.0,100.0
lciba,/media/crk/vol3/rt/coco/val2017/000000301421.jpg,"Computer desk setup with monitor, wireless keyboard, and other electronic devices. ",2.9650989919900894,0.0,0.0,100.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000301421.jpg,"Computer desk setup with monitor, wireless keyboard, and other electronic devices. ",0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000301421.jpg,"Computer desk setup with monitor, wireless keyboard, and other electronic devices. ",0.2964390441775322,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000552883.jpg,"A view of a kitchen with cabinets, a sink and a clothes washer.",0.9823393076658249,0.0,0.0036828219890594482,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000552883.jpg,"A view of a kitchen with cabinets, a sink and a clothes washer.",6.564214825630188,0.0,1.7293285578489304,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000552883.jpg,"A view of a kitchen with cabinets, a sink and a clothes washer.",1.902974396944046,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000552883.jpg,"A view of a kitchen with cabinets, a sink and a clothes washer.",3.3594001084566116,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000085157.jpg,A group of people are seated around a dining table.,0.0,100.0,0.0,100.0
lciba,/media/crk/vol3/rt/coco/val2017/000000085157.jpg,A group of people are seated around a dining table.,3.906642645597458,0.0,1.9249802455306053,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000085157.jpg,A group of people are seated around a dining table.,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000085157.jpg,A group of people are seated around a dining table.,0.17797965556383133,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000370478.jpg,some luggage and a back back sitting on teh ground next to a lap top,0.0,100.0,0.0,100.0
lciba,/media/crk/vol3/rt/coco/val2017/000000370478.jpg,some luggage and a back back sitting on teh ground next to a lap top,3.566111996769905,0.0,0.0,100.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000370478.jpg,some luggage and a back back sitting on teh ground next to a lap top,0.0,100.0,0.0,100.0
fusion,/media/crk/vol3/rt/coco/val2017/000000370478.jpg,some luggage and a back back sitting on teh ground next to a lap top,0.0912785530090332,0.0,0.0,100.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000263644.jpg,The antique bed has elaborate wood decoration on the frame..,0.0,100.0,0.0,100.0
lciba,/media/crk/vol3/rt/coco/val2017/000000263644.jpg,The antique bed has elaborate wood decoration on the frame..,0.0,100.0,0.0,100.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000263644.jpg,The antique bed has elaborate wood decoration on the frame..,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000263644.jpg,The antique bed has elaborate wood decoration on the frame..,0.0,100.0,0.0,100.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000518326.jpg,Creepy large doll heads laying in giant oversized fake beds.,0.0,100.0,0.0,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000518326.jpg,Creepy large doll heads laying in giant oversized fake beds.,0.0,100.0,1.5602704137563705,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000518326.jpg,Creepy large doll heads laying in giant oversized fake beds.,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000518326.jpg,Creepy large doll heads laying in giant oversized fake beds.,0.0,100.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000279730.jpg,A person holding a sandwich next to a cup of coffee.,0.0,100.0,0.0690411776304245,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000279730.jpg,A person holding a sandwich next to a cup of coffee.,5.6043971329927444,0.0,2.0930124446749687,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000279730.jpg,A person holding a sandwich next to a cup of coffee.,0.4650060087442398,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000279730.jpg,A person holding a sandwich next to a cup of coffee.,2.6694681495428085,0.0,0.0,100.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000430961.jpg,A baseball player preparing to throw a pitch during a game.,1.5850493684411049,0.0,1.1129673570394516,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000430961.jpg,A baseball player preparing to throw a pitch during a game.,4.649808257818222,0.0,1.2675493955612183,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000430961.jpg,A baseball player preparing to throw a pitch during a game.,0.6463645026087761,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000430961.jpg,A baseball player preparing to throw a pitch during a game.,1.2438025325536728,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000491497.jpg,A fluffy white chair that faces away fro a television.,0.0,100.0,0.008553732186555862,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000491497.jpg,A fluffy white chair that faces away fro a television.,1.283539179712534,0.0,0.5991844926029444,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000491497.jpg,A fluffy white chair that faces away fro a television.,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000491497.jpg,A fluffy white chair that faces away fro a television.,0.0,100.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000119365.jpg,A couple of people with a laptop at a table.,1.2075699865818024,0.0,0.0,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000119365.jpg,A couple of people with a laptop at a table.,8.559343218803406,0.0,1.085469126701355,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000119365.jpg,A couple of people with a laptop at a table.,3.417028486728668,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000119365.jpg,A couple of people with a laptop at a table.,4.205478727817535,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000369812.jpg,"Various street signs including one that reads ""Newlon Hale Village.""",0.0,100.0,0.02453923225402832,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000369812.jpg,"Various street signs including one that reads ""Newlon Hale Village.""",0.0,100.0,1.7966389656066895,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000369812.jpg,"Various street signs including one that reads ""Newlon Hale Village.""",0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000369812.jpg,"Various street signs including one that reads ""Newlon Hale Village.""",0.0,100.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000048924.jpg,A dirt bike parked near a tent in the woods.,2.345743775367737,0.0,0.7118178531527519,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000048924.jpg,A dirt bike parked near a tent in the woods.,0.0,100.0,0.6235267966985703,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000048924.jpg,A dirt bike parked near a tent in the woods.,4.051174968481064,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000048924.jpg,A dirt bike parked near a tent in the woods.,2.8274264186620712,0.0,0.02795141190290451,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000500478.jpg,A baseball player is winding up for the pitch.,0.0,100.0,0.3560274839401245,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000500478.jpg,A baseball player is winding up for the pitch.,1.962624303996563,0.0,0.4252925515174866,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000500478.jpg,A baseball player is winding up for the pitch.,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000500478.jpg,A baseball player is winding up for the pitch.,0.0,100.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000289516.jpg,A clock sits above green bushes under a blue sky.,0.8366821333765984,0.0,0.0,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000289516.jpg,A clock sits above green bushes under a blue sky.,2.446163631975651,0.0,1.876768283545971,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000289516.jpg,A clock sits above green bushes under a blue sky.,0.5937885493040085,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000289516.jpg,A clock sits above green bushes under a blue sky.,2.007414773106575,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000450758.jpg,A herd of giraffe running across a field.,1.8572542816400528,0.0,1.0658505372703075,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000450758.jpg,A herd of giraffe running across a field.,0.22178934887051582,0.0,1.0236064903438091,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000450758.jpg,A herd of giraffe running across a field.,0.058483704924583435,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000450758.jpg,A herd of giraffe running across a field.,0.0,100.0,1.0985522530972958,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000326128.jpg,The man is posing for a picture with his snowboard.,0.0,100.0,0.08550044149160385,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000326128.jpg,The man is posing for a picture with his snowboard.,2.2161321714520454,0.0,0.05680713802576065,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000326128.jpg,The man is posing for a picture with his snowboard.,0.44202301651239395,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000326128.jpg,The man is posing for a picture with his snowboard.,0.45646950602531433,0.0,0.06495490670204163,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000577976.jpg,A utility truck is parked in the street beside traffic cones.,2.9089879244565964,0.0,0.029831379652023315,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000577976.jpg,A utility truck is parked in the street beside traffic cones.,6.260165572166443,0.0,2.9330186545848846,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000577976.jpg,A utility truck is parked in the street beside traffic cones.,2.9558900743722916,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000577976.jpg,A utility truck is parked in the street beside traffic cones.,2.908332832157612,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000446574.jpg,A bathroom has a shower and toilet in it.,0.0,100.0,0.6905267015099525,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000446574.jpg,A bathroom has a shower and toilet in it.,0.2149691805243492,0.0,0.7413005456328392,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000446574.jpg,A bathroom has a shower and toilet in it.,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000446574.jpg,A bathroom has a shower and toilet in it.,0.0,100.0,0.008095987141132355,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000019402.jpg,A COUPLE WEARING HEAVY COATS LAUGHING WHILE EATING PIZZA.,0.6662003695964813,0.0,0.0843629240989685,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000019402.jpg,A COUPLE WEARING HEAVY COATS LAUGHING WHILE EATING PIZZA.,2.7463849633932114,0.0,0.8060364052653313,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000019402.jpg,A COUPLE WEARING HEAVY COATS LAUGHING WHILE EATING PIZZA.,1.567063108086586,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000019402.jpg,A COUPLE WEARING HEAVY COATS LAUGHING WHILE EATING PIZZA.,3.105967678129673,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000322163.jpg,A group of three chefs preparing food in a kitchen.,0.0,100.0,0.1584995537996292,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000322163.jpg,A group of three chefs preparing food in a kitchen.,4.753166437149048,0.0,0.1491408795118332,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000322163.jpg,A group of three chefs preparing food in a kitchen.,1.7168490216135979,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000322163.jpg,A group of three chefs preparing food in a kitchen.,3.8192570209503174,0.0,0.024804100394248962,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000017436.jpg,A man sitting on a bench with a tall building behind him.,3.1720269471406937,0.0,0.0,100.0
lciba,/media/crk/vol3/rt/coco/val2017/000000017436.jpg,A man sitting on a bench with a tall building behind him.,3.38742658495903,0.0,1.9006261602044106,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000017436.jpg,A man sitting on a bench with a tall building behind him.,6.196117773652077,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000017436.jpg,A man sitting on a bench with a tall building behind him.,1.8830575048923492,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000097679.jpg,A car with a snowboard on it's ski rack parked in a foggy parking lot next to two cars with empty ski racks. ,2.0631231367588043,0.0,0.5340178497135639,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000097679.jpg,A car with a snowboard on it's ski rack parked in a foggy parking lot next to two cars with empty ski racks. ,4.10563126206398,0.0,3.6998264491558075,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000097679.jpg,A car with a snowboard on it's ski rack parked in a foggy parking lot next to two cars with empty ski racks. ,1.5773866325616837,0.0,0.0,100.0
fusion,/media/crk/vol3/rt/coco/val2017/000000097679.jpg,A car with a snowboard on it's ski rack parked in a foggy parking lot next to two cars with empty ski racks. ,2.875942178070545,0.0,2.6100298389792442,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000329542.jpg,A hand adding a cherry to some small tarts.,1.2069683521986008,0.0,1.5450084581971169,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000329542.jpg,A hand adding a cherry to some small tarts.,2.9136046767234802,0.0,1.4881487935781479,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000329542.jpg,A hand adding a cherry to some small tarts.,2.3616285994648933,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000329542.jpg,A hand adding a cherry to some small tarts.,0.8490849286317825,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000554595.jpg,A man laying on top of a sandy beach laying next to a surfboard.,0.0,100.0,1.1373618617653847,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000554595.jpg,A man laying on top of a sandy beach laying next to a surfboard.,4.2626142501831055,0.0,1.0620852932333946,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000554595.jpg,A man laying on top of a sandy beach laying next to a surfboard.,1.4763036742806435,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000554595.jpg,A man laying on top of a sandy beach laying next to a surfboard.,2.83015463501215,0.0,0.0016588717699050903,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000046872.jpg,A man standing along side of a truck trailer.,4.410764575004578,0.0,3.295966237783432,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000046872.jpg,A man standing along side of a truck trailer.,7.619398087263107,0.0,3.498902916908264,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000046872.jpg,A man standing along side of a truck trailer.,6.108715012669563,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000046872.jpg,A man standing along side of a truck trailer.,7.251789420843124,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000296222.jpg,A man wearing sunglasses while holding a plate of pizza.,3.394981473684311,0.0,0.09727254509925842,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000296222.jpg,A man wearing sunglasses while holding a plate of pizza.,9.064319729804993,0.0,1.9651032984256744,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000296222.jpg,A man wearing sunglasses while holding a plate of pizza.,3.7549663335084915,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000296222.jpg,A man wearing sunglasses while holding a plate of pizza.,4.241926968097687,0.0,0.05429014563560486,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000438269.jpg,There is a bird standing in the sand.,2.3170970380306244,0.0,2.057199366390705,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000438269.jpg,There is a bird standing in the sand.,3.4650586545467377,0.0,2.084927074611187,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000438269.jpg,There is a bird standing in the sand.,3.8481324911117554,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000438269.jpg,There is a bird standing in the sand.,2.837218716740608,0.0,2.020091377198696,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000210520.jpg,A table with plates of food that include corn and fruit.,0.6131257861852646,0.0,0.06060078740119934,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000210520.jpg,A table with plates of food that include corn and fruit.,5.844687297940254,0.0,0.0,100.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000210520.jpg,A table with plates of food that include corn and fruit.,0.9110387414693832,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000210520.jpg,A table with plates of food that include corn and fruit.,1.7192352563142776,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000189752.jpg,That salad and pizza make a filling lunch.,0.0,100.0,0.03689974546432495,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000189752.jpg,That salad and pizza make a filling lunch.,3.8064703345298767,0.0,0.7626866921782494,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000189752.jpg,That salad and pizza make a filling lunch.,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000189752.jpg,That salad and pizza make a filling lunch.,0.0,100.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000509008.jpg,a lime and green bus parked on a grass field parking lot.,1.228358969092369,0.0,0.0,100.0
lciba,/media/crk/vol3/rt/coco/val2017/000000509008.jpg,a lime and green bus parked on a grass field parking lot.,4.811129719018936,0.0,2.74922214448452,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000509008.jpg,a lime and green bus parked on a grass field parking lot.,3.199860453605652,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000509008.jpg,a lime and green bus parked on a grass field parking lot.,3.602363169193268,0.0,0.0,100.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000484978.jpg,A woman sitting at a table while eating food.,0.0,100.0,0.002222508192062378,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000484978.jpg,A woman sitting at a table while eating food.,0.8863125927746296,0.0,0.7863632403314114,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000484978.jpg,A woman sitting at a table while eating food.,0.2718108706176281,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000484978.jpg,A woman sitting at a table while eating food.,0.7772265933454037,0.0,0.002222508192062378,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000182021.jpg,A man holding a baseball bat while standing on a baseball field.,0.1736607402563095,0.0,0.005144625902175903,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000182021.jpg,A man holding a baseball bat while standing on a baseball field.,5.210930481553078,0.0,0.0,100.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000182021.jpg,A man holding a baseball bat while standing on a baseball field.,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000182021.jpg,A man holding a baseball bat while standing on a baseball field.,0.3724299371242523,0.0,0.055670738220214844,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000260470.jpg,A counter topped with a large white frosted cake sitting next to small pastry.,0.0,100.0,0.07375180721282959,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000260470.jpg,A counter topped with a large white frosted cake sitting next to small pastry.,2.076876349747181,0.0,1.5473011881113052,0.0
